"","eventID","country","locality","site","date","strata","quadrat","taxa"
"40","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R003","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R003","144296"
"41","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R004","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R004","533470"
"42","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R004","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R004","145108"
"43","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R004","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R004","558"
"44","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R004","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R004","143853"
"45","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R004","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R004","883"
"46","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R005","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R005","145108"
"47","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R005","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R005","143853"
"48","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R005","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R005","883"
"49","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R005","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R005","144296"
"50","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R006","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R006","145108"
"51","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R006","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R006","143853"
"52","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R006","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R006","883"
"53","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R006","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R006","144296"
"54","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R007","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R007","145108"
"55","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R007","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R007","143853"
"56","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R007","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R007","883"
"57","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R007","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R007","144296"
"58","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R008","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R008","197512"
"59","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R008","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R008","145108"
"60","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R008","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R008","830"
"61","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R008","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R008","143853"
"62","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R008","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R008","144296"
"63","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R009","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R009","444763"
"64","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R009","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R009","145108"
"65","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R009","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R009","830"
"66","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R009","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R009","143853"
"67","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R009","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R009","883"
"68","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R009","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R009","144296"
"69","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R010","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R010","145108"
"70","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R010","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R010","234476"
"71","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R010","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R010","143853"
"72","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R010","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R010","883"
"73","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_LOWTIDE_R010","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","LOWTIDE","R010","144296"
"74","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R001","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R001","533427"
"75","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R001","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R001","394848"
"76","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R001","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R001","138215"
"77","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R001","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R001","374257"
"78","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R001","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R001","234476"
"79","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R001","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R001","143985"
"80","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R002","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R002","533427"
"81","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R002","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R002","394848"
"82","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R002","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R002","138215"
"83","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R002","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R002","374257"
"84","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R002","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R002","234476"
"85","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R002","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R002","143985"
"86","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R003","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R003","533427"
"87","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R003","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R003","394848"
"88","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R003","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R003","138215"
"89","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R003","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R003","234476"
"90","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R003","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R003","143985"
"91","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R003","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R003","144296"
"92","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R004","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R004","533427"
"93","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R004","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R004","394848"
"94","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R004","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R004","138215"
"95","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R004","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R004","374257"
"96","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R004","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R004","143985"
"97","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R004","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R004","144296"
"98","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R005","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R005","533427"
"99","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R005","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R005","394848"
"100","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R005","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R005","138215"
"101","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R005","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R005","234476"
"102","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R005","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R005","143853"
"103","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R005","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R005","143985"
"104","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R005","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R005","144259"
"105","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R005","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R005","144296"
"106","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R006","533427"
"107","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R006","394848"
"108","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R006","138215"
"109","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R006","145108"
"110","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R006","234476"
"111","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R006","143985"
"112","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R006","144259"
"113","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R006","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R006","144296"
"114","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R007","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R007","533427"
"115","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R007","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R007","394848"
"116","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R007","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R007","138215"
"117","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R007","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R007","234476"
"118","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R007","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R007","143985"
"119","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R008","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R008","533427"
"120","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R008","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R008","118429"
"121","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R008","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R008","394848"
"122","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R008","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R008","138215"
"123","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R009","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R009","533427"
"124","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R009","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R009","394848"
"125","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R009","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R009","138215"
"126","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R009","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R009","234476"
"127","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R009","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R009","143985"
"128","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R010","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R010","533427"
"129","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R010","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R010","394848"
"130","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R010","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R010","138215"
"131","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R010","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R010","234476"
"132","ARGENTINA_PUERTOMADRYN_PUNTACUEVAS_20181105_MIDTIDE_R010","ARGENTINA","PUERTOMADRYN","PUNTACUEVAS","20181105","MIDTIDE","R010","143985"
"133","ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R001","ARGENTINA","PUERTOMADRYN","PUNTAESTE","20181025","HIGHTIDE","R001","394848"
"134","ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R001","ARGENTINA","PUERTOMADRYN","PUNTAESTE","20181025","HIGHTIDE","R001","138215"
"135","ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R001","ARGENTINA","PUERTOMADRYN","PUNTAESTE","20181025","HIGHTIDE","R001","234476"
"136","ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R002","ARGENTINA","PUERTOMADRYN","PUNTAESTE","20181025","HIGHTIDE","R002","533427"
"137","ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R002","ARGENTINA","PUERTOMADRYN","PUNTAESTE","20181025","HIGHTIDE","R002","394848"
"138","ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R002","ARGENTINA","PUERTOMADRYN","PUNTAESTE","20181025","HIGHTIDE","R002","234476"
"139","ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R003","ARGENTINA","PUERTOMADRYN","PUNTAESTE","20181025","HIGHTIDE","R003","533427"
"140","ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R003","ARGENTINA","PUERTOMADRYN","PUNTAESTE","20181025","HIGHTIDE","R003","394848"
"141","ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R003","ARGENTINA","PUERTOMADRYN","PUNTAESTE","20181025","HIGHTIDE","R003","234476"
"142","ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R004","ARGENTINA","PUERTOMADRYN","PUNTAESTE","20181025","HIGHTIDE","R004","533427"
"143","ARGENTINA_PUERTOMADRYN_PUNTAESTE_20181025_HIGHTIDE_R004","ARGENTINA","PUERTOMADRYN","PUNTAESTE","20181025","HIGHTIDE","R004","394848"
